Tabela 2 - Gorduras e açúcar na composição de alimentos por 100 gramas de parte comestível,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,(continuação)
Código e descrição do alimento ,,Código e descrição da preparação,,"Coles-
terol
(mg)","AG
Satura-
dos
(g)","AG
Mono 
(g)","AG
Poli 
(g)","AG
Lino-
léico 
(g)","AG
Linolê-
nico 
(g)","AG
Trans
total
(g)","Açúcar
total
(g)","Açúcar
de
adição
(g)"
Cereais e leguminosas,,,,,,,,,,,,
6602601,Patauá ,99,Não se aplica,-,-,-,-,-,-,-,-,-
"Hortaliças folhosas, frutosas e outras",,,,,,,,,,,,
6700101,Alface,99,Não se aplica,-,"0,02","0,01","0,08","0,02","0,06",-,"0,79",-
6700201,Bertalha,7,Refogado(a),-,"0,41","0,59","1,57","1,30","0,26",-,"0,89",-
6700301,Chicória,1,Cru(a),-,"0,05",-,"0,09","0,08","0,01",-,"0,50",-
6700301,Chicória,2,Cozido(a),-,"0,60","0,83","2,21","1,86","0,34","0,02","0,90",-
6700301,Chicória,7,Refogado(a),-,"0,60","0,83","2,21","1,86","0,34","0,02","0,90",-
6700301,Chicória,12,Ao vinagrete,-,"0,60","0,83","2,21","1,86","0,34","0,02","0,90",-
6700304,Escarola,99,Não se aplica,-,"0,56","0,81","2,13","1,88","0,26",-,"0,65",-
6700501,Couve,1,Cru(a),-,"0,06","0,03","0,20","0,08","0,11",-,"1,63",-
6700501,Couve,2,Cozido(a),-,"0,05","0,03","0,17","0,07","0,09",-,"1,41",-
6700501,Couve,5,Frito(a),-,"0,39","0,58","1,56","1,29","0,26",-,"1,41",-
6700501,Couve,7,Refogado(a),-,"0,39","0,58","1,56","1,29","0,26",-,"1,41",-
6700501,Couve,8,Molho vermelho,-,"0,04","0,03","0,15","0,07","0,08",-,"1,98",-
6700501,Couve,10,Ao alho e óleo,-,"0,39","0,58","1,56","1,29","0,26",-,"1,41",-
6700501,Couve,11,Com manteiga/óleo,"5,35","1,33","0,55","0,25","0,14","0,10","0,08","1,41",-
6700501,Couve,12,Ao vinagrete,-,"0,05","0,03","0,17","0,07","0,09",-,"1,41",-
6700501,Couve,13,Ensopado,-,"0,39","0,58","1,56","1,29","0,26",-,"1,41",-
6700501,Couve,14,Mingau,-,"0,05","0,03","0,17","0,07","0,09",-,"1,41",-
6700501,Couve,99,Não se aplica,-,"0,05","0,03","0,17","0,07","0,09",-,"1,41",-
6700601,Couve-flor,1,Cru(a),-,"0,07","0,03","0,22","0,05","0,17",-,"1,80",-
6700601,Couve-flor,2,Cozido(a),-,"0,07","0,03","0,22","0,05","0,17",-,"1,80",-
6700601,Couve-flor,5,Frito(a),-,"0,60","0,89","2,34","1,92","0,42",-,"1,80",-
6700601,Couve-flor,6,Empanado(a)/à milanesa,"51,39","1,59","2,27","4,63","3,97","0,62","0,01","2,04","1,23"
6700601,Couve-flor,7,Refogado(a),-,"0,60","0,89","2,34","1,92","0,42",-,"1,80",-
6700601,Couve-flor,12,Ao vinagrete,-,"0,07","0,03","0,22","0,05","0,17",-,"1,80",-
6700601,Couve-flor,99,Não se aplica,-,"0,07","0,03","0,22","0,05","0,17",-,"1,80",-
6700701,Espinafre,1,Cru(a),-,"0,04","0,01","0,11","0,02","0,09",-,"0,89",-
6700701,Espinafre,2,Cozido(a),-,"0,04","0,01","0,11","0,02","0,09",-,"0,89",-
6700701,Espinafre,7,Refogado(a),-,"0,41","0,59","1,57","1,30","0,26",-,"0,89",-
6700701,Espinafre,12,Ao vinagrete,-,"0,04","0,01","0,11","0,02","0,09",-,"0,89",-
6700701,Espinafre,99,Não se aplica,-,"0,04","0,01","0,11","0,02","0,09",-,"0,89",-
6700801,Mostarda (verdura),1,Cru(a),-,"0,01","0,09","0,04","0,02","0,02",-,"0,70",-
6700801,Mostarda (verdura),2,Cozido(a),-,"0,01","0,11","0,05","0,02","0,02",-,"0,50",-
6700801,Mostarda (verdura),7,Refogado(a),-,"0,48","0,87","1,92","1,68","0,24",-,"0,50",-
6700801,Mostarda (verdura),99,Não se aplica,-,"0,01","0,11","0,05","0,02","0,02",-,"0,50",-
6700901,Repolho,1,Cru(a),-,"0,03","0,02","0,02","0,02",-,-,"3,21",-
6700901,Repolho,2,Cozido(a),-,-,"0,02","0,02","0,01","0,01",-,"2,78",-
6700901,Repolho,5,Frito(a),-,"0,47","0,71","1,77","1,55","0,22","0,02","2,78",-
6700901,Repolho,7,Refogado(a),-,"0,47","0,71","1,77","1,55","0,22","0,02","2,78",-
6700901,Repolho,9,Molho branco,-,-,"0,02","0,02","0,01","0,01",-,"2,78",-
6700901,Repolho,10,Ao alho e óleo,-,"0,47","0,71","1,77","1,55","0,22","0,02","2,78",-
6700901,Repolho,12,Ao vinagrete,-,-,"0,02","0,02","0,01","0,01",-,"2,78",-
6700901,Repolho,13,Ensopado,-,"0,47","0,71","1,77","1,55","0,22","0,02","2,78",-
6700901,Repolho,15,Sopa,-,"0,04","0,03","0,03","0,03","0,01","0,00","3,28","2,52"
6700901,Repolho,99,Não se aplica,-,-,"0,02","0,02","0,01","0,01",-,"2,78",-
6701101,Cebolinha,99,Não se aplica,-,"0,02","0,01","0,04","0,04",-,-,"2,09",-
6701301,Agrião,1,Cru(a),-,"0,09","0,05","0,32","0,13","0,17",-,"1,60",-
6701301,Agrião,2,Cozido(a),-,"0,03","0,01","0,04","0,01","0,02",-,"0,70",-
6701301,Agrião,12,Ao vinagrete,-,"0,03","0,01","0,04","0,01","0,02",-,"0,70",-
6701301,Agrião,13,Ensopado,"7,42","1,80","0,73","0,14","0,11","0,03","0,11","0,70",-
6701301,Agrião,99,Não se aplica,-,"0,09","0,05","0,32","0,13","0,17",-,"1,60",-
6701401,Taioba,1,Cru(a),-,"0,20","0,10","0,40","0,12","0,25",-,-,-
6701401,Taioba,2,Cozido(a),-,"0,05","0,03","0,17","0,07","0,09",-,"1,41",-
6701401,Taioba,7,Refogado(a),-,"0,39","0,58","1,56","1,29","0,26",-,"1,41",-
6701501,Acelga,1,Cru(a),-,"0,03","0,04","0,07","0,06","0,01",-,"0,60",-
6701501,Acelga,2,Cozido(a),-,"0,04","0,02","0,06","0,01","0,05",-,"0,67",-
6701501,Acelga,7,Refogado(a),-,"0,63","0,89","2,27","1,96","0,31","0,02","0,67",-
6701501,Acelga,99,Não se aplica,-,"0,03","0,04","0,07","0,06","0,01",-,"0,60",-
6701505,Beterraba branca (acelga) ,2,Cozido(a),-,"0,04","0,02","0,06","0,01","0,05",-,"0,67",-
6701601,Almeirão,1,Cru(a),-,"0,05",-,"0,09","0,08","0,01",-,"0,50",-
6701601,Almeirão,2,Cozido(a),-,"0,06",-,"0,11","0,10","0,02",-,"0,65",-
6701601,Almeirão,7,Refogado(a),-,"0,56","0,81","2,13","1,88","0,26",-,"0,65",-
6701601,Almeirão,12,Ao vinagrete,-,"0,06",-,"0,11","0,10","0,02",-,"0,65",-
6701602,Radite,1,Cru(a),-,"0,05",-,"0,09","0,08","0,01",-,"0,50",-
6701602,Radite,7,Refogado(a),-,"0,56","0,81","2,13","1,88","0,26",-,"0,65",-
6701602,Radite,12,Ao vinagrete,-,"0,06",-,"0,11","0,10","0,02",-,"0,65",-
6701704,Brócolis,1,Cru(a),-,"0,04","0,01","0,04","0,02","0,02",-,"1,69",-
6701704,Brócolis,2,Cozido(a),-,"0,08","0,04","0,17","0,05","0,12",-,"1,31",-
6701704,Brócolis,6,Empanado(a)/à milanesa,"49,88","1,87","2,82","6,03","5,26","0,74",-,"1,21",-
6701704,Brócolis,7,Refogado(a),-,"0,50","0,72","1,86","1,54","0,32",-,"1,31",-
6701704,Brócolis,10,Ao alho e óleo,-,"0,50","0,72","1,86","1,54","0,32",-,"1,31",-
6701704,Brócolis,12,Ao vinagrete,-,"0,08","0,04","0,17","0,05","0,12",-,"1,31",-
6701704,Brócolis,99,Não se aplica,-,"0,08","0,04","0,17","0,05","0,12",-,"1,31",-
6701801,Serralha,1,Cru(a),-,"0,04","0,01","0,11","0,02","0,09",-,"0,89",-
6701801,Serralha,2,Cozido(a),-,"0,04","0,01","0,11","0,02","0,09",-,"0,89",-
6701801,Serralha,7,Refogado(a),-,"0,41","0,59","1,57","1,30","0,26",-,"0,89",-
6701901,Caruru,2,Cozido(a),-,"0,05","0,03","0,17","0,07","0,09",-,"1,41",-
6701906,Cuxá,99,Não se aplica,-,"0,05","0,03","0,17","0,07","0,09",-,"1,41",-
6701907,Vinagreira ,99,Não se aplica,-,"0,05","0,03","0,17","0,07","0,09",-,"1,41",-
6701913,Cariru,99,Não se aplica,-,"0,05","0,03","0,17","0,07","0,09",-,"1,41",-
6702001,Rúcula,99,Não se aplica,-,"0,09","0,05","0,32","0,13","0,17",-,"1,60",-
6702105,Jambu,99,Não se aplica,-,-,-,-,-,-,-,-,-
6702201,Língua de vaca (verdura),1,Cru(a),-,"0,06","0,03","0,20","0,08","0,11",-,"1,63",-
6702301,Alcachofra,99,Não se aplica,-,"0,08","0,01","0,14","0,11","0,04",-,"0,99",-
6702501,Bredo,99,Não se aplica,-,"0,05","0,03","0,17","0,07","0,09",-,"1,41",-
6702604,Salsão (aipo),7,Refogado(a),-,"0,04","0,03","0,08","0,08",-,-,"2,36",-
6702801,Erva-doce,99,Não se aplica,-,-,-,-,-,-,-,"1,70",-
6703003,Folha de aipim,1,Cru(a),-,"0,06","0,03","0,20","0,08","0,11",-,"1,63",-
6703004,Folha de macaxeira,2,Cozido(a),-,"0,05","0,03","0,17","0,07","0,09",-,"1,41",-
6703101,Broto de feijão,1,Cru(a),-,"0,05","0,02","0,06","0,04","0,02",-,"2,10",-
6703101,Broto de feijão,2,Cozido(a),-,"0,60","0,85","2,15","1,89","0,26","0,02","1,40",-
6703306,Moranga,2,Cozido(a),-,"0,04","0,01",-,-,-,-,"3,30",-
6703306,Moranga,7,Refogado(a),-,"0,30","0,44","1,08","0,95","0,13",-,"3,30",-
6703306,Moranga,13,Ensopado,-,"0,30","0,44","1,08","0,95","0,13",-,"3,30",-
6703306,Moranga,99,Não se aplica,-,"0,04","0,01",-,-,-,-,"3,30",-
6703701,Abobrinha,1,Cru(a),-,"0,04","0,02","0,09","0,03","0,06",-,"1,73",-
6703701,Abobrinha,2,Cozido(a),-,"0,06","0,02","0,13","0,05","0,08",-,"1,66",-
6703701,Abobrinha,3,Grelhado(a)/brasa/churrasco,-,"0,06","0,02","0,13","0,05","0,08",-,"1,66",-
6703701,Abobrinha,4,Assado(a),-,"0,06","0,02","0,13","0,05","0,08",-,"1,66",-
6703701,Abobrinha,5,Frito(a),-,"0,43","0,61","1,59","1,34","0,25",-,"1,66",-
6703701,Abobrinha,6,Empanado(a)/à milanesa,"52,96","1,67","2,24","4,32","3,79","0,49","0,02","1,66",-
6703701,Abobrinha,7,Refogado(a),-,"0,43","0,61","1,59","1,34","0,25",-,"1,66",-
6703701,Abobrinha,13,Ensopado,-,"0,43","0,61","1,59","1,34","0,25",-,"1,66",-
6703805,Jerimum,1,Cru(a),-,"0,04","0,01",-,-,-,-,"3,30",-
6703805,Jerimum,2,Cozido(a),-,"0,04","0,01",-,-,-,-,"3,30",-
6703901,Abóbora,1,Cru(a),-,"0,04","0,01",-,-,-,-,"3,30",-
6703901,Abóbora,2,Cozido(a),-,"0,04","0,01",-,-,-,-,"3,30",-
6703901,Abóbora,4,Assado(a),-,"0,04","0,01",-,-,-,-,"3,30",-
6703901,Abóbora,5,Frito(a),-,"0,30","0,44","1,08","0,95","0,13",-,"3,30",-
6703901,Abóbora,7,Refogado(a),-,"0,30","0,44","1,08","0,95","0,13",-,"3,30",-
6703901,Abóbora,8,Molho vermelho,-,"0,04","0,01","0,02","0,02","0,00",-,"3,49",-
6703901,Abóbora,13,Ensopado,-,"0,30","0,44","1,08","0,95","0,13",-,"3,30",-
6703901,Abóbora,15,Sopa,-,"0,04","0,03","0,03","0,03","0,01","0,00","3,28","2,52"
6703901,Abóbora,99,Não se aplica,-,"0,04","0,01",-,-,-,-,"3,30",-
6704001,Pépino,99,Não se aplica,-,"0,04","0,01","0,03","0,03","0,01",-,"1,67",-
6704101,Chuchu,1,Cru(a),-,"0,09",-,-,-,-,-,"1,97",-
6704101,Chuchu,2,Cozido(a),-,"0,09",-,-,-,-,-,"1,97",-
6704101,Chuchu,4,Assado(a),-,"0,07","0,01","0,01","0,01",-,-,"1,97",-
6704101,Chuchu,7,Refogado(a),-,"0,49","0,66","1,64","1,45","0,19",-,"1,97",-
6704101,Chuchu,8,Molho vermelho,-,"0,07","0,01","0,02","0,01","0,00",-,"2,43",-
6704101,Chuchu,10,Ao alho e óleo,-,"0,49","0,66","1,64","1,45","0,19",-,"1,97",-
6704101,Chuchu,12,Ao vinagrete,-,"0,09",-,-,-,-,-,"1,97",-
6704101,Chuchu,13,Ensopado,-,"0,49","0,66","1,64","1,45","0,19",-,"1,97",-
6704101,Chuchu,15,Sopa,-,"0,04","0,03","0,03","0,03","0,01","0,00","3,28","2,52"
6704201,Jiló,1,Cru(a),-,"0,05","0,03","0,05","0,05","0,00",-,"2,26",-
6704201,Jiló,2,Cozido(a),-,"0,05","0,03","0,05","0,05","0,00",-,"2,26",-
6704201,Jiló,4,Assado(a),-,"0,05","0,03","0,05","0,05","0,00",-,"2,26",-
6704201,Jiló,5,Frito(a),-,"0,49","0,68","1,69","1,49","0,19","0,02","2,26",-
6704201,Jiló,7,Refogado(a),-,"0,49","0,68","1,69","1,49","0,19","0,02","2,26",-
6704201,Jiló,11,Com manteiga/óleo,"6,36","1,56","0,65","0,14","0,13","0,01","0,10","2,26",-
6704201,Jiló,13,Ensopado,-,"0,49","0,68","1,69","1,49","0,19","0,02","2,26",-
6704201,Jiló,99,Não se aplica,-,"0,05","0,03","0,05","0,05","0,00",-,"2,26",-
6704301,Maxixe,1,Cru(a),-,-,-,-,-,-,-,-,-
6704301,Maxixe,2,Cozido(a),-,"0,02","0,04","0,09","0,09",-,-,"1,18",-
6704301,Maxixe,7,Refogado(a),-,"0,39","0,64","1,59","1,41","0,18",-,"1,18",-
6704301,Maxixe,13,Ensopado,-,"0,39","0,64","1,59","1,41","0,18",-,"1,18",-
6704306,Pepininho (maxixe),2,Cozido(a),-,"0,02","0,04","0,09","0,09",-,-,"1,18",-
6704306,Pepininho (maxixe),12,Ao vinagrete,-,"0,02","0,04","0,09","0,09",-,-,"1,18",-
6704401,Palmito in natura,1,Cru(a),-,"0,13","0,10","0,20","0,18","0,02",-,-,-
6704401,Palmito in natura,2,Cozido(a),-,"0,13","0,10","0,20","0,18","0,02",-,-,-
6704401,Palmito in natura,7,Refogado(a),-,"0,13","0,10","0,20","0,18","0,02",-,-,-
6704401,Palmito in natura,13,Ensopado,-,"0,13","0,10","0,20","0,18","0,02",-,-,-
6704409,Guariroba (palmito in natura),2,Cozido(a),-,"0,13","0,10","0,20","0,18","0,02",-,-,-
6704409,Guariroba (palmito in natura),7,Refogado(a),-,"0,13","0,10","0,20","0,18","0,02",-,-,-
6704409,Guariroba (palmito in natura),8,Molho vermelho,-,"0,13","0,10","0,20","0,18","0,02",-,-,-
6704410,Gueroba (palmito in natura),2,Cozido(a),-,"0,13","0,10","0,20","0,18","0,02",-,-,-
6704410,Gueroba (palmito in natura),7,Refogado(a),-,"0,13","0,10","0,20","0,18","0,02",-,-,-
6704501,Pimentão,99,Não se aplica,-,"0,06","0,01","0,06","0,05","0,01",-,"2,39",-
6705001,Quiabo,1,Cru(a),-,"0,05","0,03","0,05","0,05","0,00",-,"2,26",-
6705001,Quiabo ,2,Cozido(a),-,"0,05","0,03","0,05","0,05","0,00",-,"2,26",-
6705001,Quiabo ,5,Frito(a),-,"0,49","0,68","1,69","1,49","0,19","0,02","2,26",-
6705001,Quiabo ,6,Empanado(a)/à milanesa,-,"0,49","0,68","1,69","1,49","0,19","0,02","2,26",-
6705001,Quiabo ,7,Refogado(a),-,"0,49","0,68","1,69","1,49","0,19","0,02","2,26",-
6705001,Quiabo ,13,Ensopado,-,"0,49","0,68","1,69","1,49","0,19","0,02","2,26",-
6705001,Quiabo ,99,Não se aplica,-,"0,05","0,03","0,05","0,05","0,00",-,"2,26",-
6705101,Tomate,99,Não se aplica,-,"0,03","0,03","0,08","0,08",-,-,"2,62",-
6705201,Vagem,1,Cru(a),-,"0,06","0,01","0,15","0,06","0,09",-,"2,30",-
6705201,Vagem,2,Cozido(a),-,"0,06","0,01","0,15","0,06","0,09",-,"2,30",-
6705201,Vagem,7,Refogado(a),-,"0,63","0,84","2,24","1,91","0,34","0,02","2,30",-
6705201,Vagem,11,Com manteiga/óleo,-,"0,63","0,84","2,24","1,91","0,34","0,02","2,30",-
6705201,Vagem,13,Ensopado,-,"0,63","0,84","2,24","1,91","0,34","0,02","2,30",-
6705201,Vagem,99,Não se aplica,-,"0,06","0,01","0,15","0,06","0,09",-,"2,30",-
6705301,Cogumelo in natura,99,Não se aplica,-,"0,05","0,01","0,19","0,19","0,00",-,"0,30",-
6705401,Berinjela,1,Cru(a),-,"0,04","0,02","0,09","0,07","0,01",-,"3,67",-
6705401,Berinjela,2,Cozido(a),-,"0,04","0,02","0,09","0,08","0,02",-,"3,90",-
6705401,Berinjela,4,Assado(a),-,"0,04","0,02","0,09","0,08","0,02",-,"3,90",-
6705401,Berinjela,5,Frito(a),-,"0,70","1,09","2,75","2,42","0,33",-,"3,90",-
6705401,Berinjela,6,Empanado(a)/à milanesa,"64,24","1,74","2,57","5,12","4,50","0,58",-,"3,99",-
6705401,Berinjela,7,Refogado(a),-,"0,70","1,09","2,75","2,42","0,33",-,"3,90",-
6705401,Berinjela ,12,Ao vinagrete,-,"0,04","0,02","0,09","0,08","0,02",-,"3,90",-
6705401,Berinjela,13,Ensopado,-,"0,70","1,09","2,75","2,42","0,33",-,"3,90",-
6705401,Berinjela,99,Não se aplica,-,"0,04","0,02","0,09","0,08","0,02",-,"3,90",-
6705501,Ervilha em vagem,2,Cozido(a),-,"0,49","0,67","1,74","1,53","0,21","0,02","3,40",-
6705501,Ervilha em vagem,7,Refogado(a),-,"0,49","0,67","1,74","1,53","0,21","0,02","3,40",-
6705701,Cebola,1,Cru(a),-,"0,04","0,01","0,02","0,01",-,-,"4,26",-
6705701,Cebola,2,Cozido(a),-,"0,03","0,03","0,07","0,07","0,00",-,"4,73",-
6705701,Cebola,3,Grelhado(a)/brasa/churrasco,-,"0,03","0,03","0,07","0,07","0,00",-,"4,73",-
6705701,Cebola,4,Assado(a),-,"0,03","0,03","0,07","0,07","0,00",-,"4,73",-
6705701,Cebola,5,Frito(a),-,"0,37","0,52","1,32","1,17","0,15","0,01","4,73",-
6705701,Cebola,7,Refogado(a),-,"0,37","0,52","1,32","1,17","0,15","0,01","4,73",-
6705701,Cebola,8,Molho vermelho,-,"0,03","0,03","0,07","0,07","0,00",-,"4,63",-
6705701,Cebola,11,Com manteiga/óleo,"4,84","1,19","0,50","0,14","0,13","0,01","0,07","4,73",-
6705701,Cebola,12,Ao vinagrete,-,"0,04","0,01","0,02","0,01",-,-,"4,26",-
6705701,Cebola,99,Não se aplica,-,"0,04","0,01","0,02","0,01",-,-,"4,26",-
6705801,Catalonha,7,Refogado(a),-,"0,39","0,62","1,53","1,35","0,18",-,"0,40",-
6706101,Jardineira (seleta),99,Não se aplica,-,"0,05","0,01","0,12","0,10","0,01",-,"3,20",-
6706102,Seleta (jardineira),99,Não se aplica,-,"0,05","0,01","0,12","0,10","0,01",-,"3,20",-
6706201,Alho,99,Não se aplica,-,"0,09","0,01","0,25","0,23","0,02",-,"1,60",-
6706301,Alho-poró,99,Não se aplica,-,"0,44","0,61","1,65","1,40","0,25","0,01","1,98",-
6707301,Broto de alfafa,99,Não se aplica,-,"0,07","0,06","0,41","0,23","0,18",-,"0,20",-
6707801,Alface orgânica,99,Não se aplica,-,"0,02","0,01","0,08","0,02","0,06",-,"0,79",-
6707901,Tomate orgânico,99,Não se aplica,-,"0,03","0,03","0,08","0,08",-,-,"2,62",-
6708001,Pimentão orgânico,99,Não se aplica,-,"0,06","0,01","0,06","0,05","0,01",-,"2,39",-
6709701,Orégano,99,Não se aplica,-,"2,66","0,67","5,23","1,05","4,18",-,"4,09",-
Frutas,,,,,,,,,,,,
6801017,Pacová,99,Não se aplica,-,-,-,-,-,-,-,-,-
6801101,"Banana (ouro, prata, d´água, da terra, etc.)",1,Cru(a),-,"0,11","0,03","0,07","0,05","0,03",-,"12,23",-
6801101,"Banana (ouro, prata, d´água, da terra, etc.)",2,Cozido(a),-,"0,11","0,03","0,07","0,05","0,03",-,"12,23",-
6801101,"Banana (ouro, prata, d´água, da terra, etc.)",4,Assado(a),-,"0,11","0,03","0,07","0,05","0,03",-,"12,23",-
6801101,"Banana (ouro, prata, d´água, da terra, etc.)",5,Frito(a),-,"2,14","2,97","7,52","6,61","0,90","0,07","13,64",-
6801101,"Banana (ouro, prata, d´água, da terra, etc.)",6,Empanado(a)/à milanesa,-,"2,14","2,97","7,52","6,61","0,90","0,07","13,64",-
6801101,"Banana (ouro, prata, d´água, da terra, etc.)",11,Com manteiga/óleo,"28,83","7,01","2,86","0,49","0,42","0,07","0,44","13,65",-
6801101,"Banana (ouro, prata, d´água, da terra, etc.)",13,Ensopado,-,"0,11","0,03","0,07","0,05","0,03",-,"12,23",-
6801101,"Banana (ouro, prata, d´água, da terra, etc.)",14,Mingau,"5,55","0,95","0,48","0,13","0,10","0,03","0,05","13,20","5,06"
6801101,"Banana (ouro, prata, d´água, da terra, etc.)",15,Sopa,"5,55","0,95","0,48","0,13","0,10","0,03","0,05","13,20","5,06"
6801101,"Banana (ouro, prata, d´água, da terra, etc.)",99,Não se aplica,-,"0,11","0,03","0,07","0,05","0,03",-,"12,23",-
6801801,"Laranja (pera, seleta, lima, da terra, etc.)",99,Não se aplica,-,"0,02","0,02","0,03","0,02","0,01",-,"8,37",-
6801901,Lima,99,Não se aplica,-,"0,02","0,02","0,03","0,02","0,01",-,"8,37",-
6802001,"Limão (comum, galego, etc.)",99,Não se aplica,-,"0,02","0,02","0,06","0,04","0,02",-,"0,70",-
6802201,Tangerina,99,Não se aplica,-,"0,04","0,06","0,07","0,05","0,02",-,"10,58",-
6802202,Mexerica,99,Não se aplica,-,"0,04","0,06","0,07","0,05","0,02",-,"10,58",-
6802217,Bergamota,99,Não se aplica,-,"0,04","0,06","0,07","0,05","0,02",-,"10,58",-
6802218,Mimosa,99,Não se aplica,-,"0,04","0,06","0,07","0,05","0,02",-,"10,58",-
6802223,Tanja,99,Não se aplica,-,"0,04","0,06","0,07","0,05","0,02",-,"10,58",-
6802227,Maricota,99,Não se aplica,-,"0,04","0,06","0,07","0,05","0,02",-,"10,58",-
6802407,Laranjinha japonesa,99,Não se aplica,-,"0,02","0,02","0,03","0,02","0,01",-,"8,37",-
6802501,Cana-de-açúcar,99,Não se aplica,-,-,-,-,-,-,-,"9,83","19,97"
6802601,Abacaxi,99,Não se aplica,-,"0,01","0,01","0,04","0,02","0,02",-,"9,26",-
6802602,Ananás,99,Não se aplica,-,"0,01","0,01","0,04","0,02","0,02",-,"9,26",-
6802701,Abacate,99,Não se aplica,-,"1,96","5,51","1,68","1,58","0,10",-,"2,42",-
6802801,Caqui,99,Não se aplica,-,"0,02","0,04","0,04","0,04",-,-,"12,54",-
6802901,Figo,99,Não se aplica,-,"0,06","0,07","0,14","0,14",-,-,"6,90",-
6803001,Maçã,99,Não se aplica,-,"0,03","0,01","0,05","0,04","0,01",-,"10,40",-
6803101,Mamão,99,Não se aplica,-,"0,04","0,04","0,03","0,01","0,03",-,"4,86",-
6803108,Papaia,99,Não se aplica,-,"0,04","0,04","0,03","0,01","0,03",-,"4,86",-
6803201,Manga,99,Não se aplica,-,"0,07","0,10","0,05","0,01","0,04",-,"12,73",-
6803215,Manguito,99,Não se aplica,-,"0,07","0,10","0,05","0,01","0,04",-,"12,73",-
6803301,Maracujá,99,Não se aplica,-,"0,06","0,09","0,41","0,41",-,-,"10,40",-
6803401,Melancia,99,Não se aplica,-,"0,02","0,04","0,05","0,05",-,-,"6,21",-
6803501,Melão,99,Não se aplica,-,"0,04",-,"0,06","0,03","0,03",-,"8,12",-
6803601,pera,99,Não se aplica,-,"0,01","0,03","0,03","0,03",-,-,"9,79",-
6803701,Pêssego,99,Não se aplica,-,"0,02","0,07","0,09","0,08",-,-,"8,38",-
6803801,Fruta-de-conde,99,Não se aplica,-,"0,07","0,01","0,09","0,05","0,04",-,"3,39",-
6803802,Pinha (fruta-de-conde),99,Não se aplica,-,"0,07","0,01","0,09","0,05","0,04",-,"3,39",-
6803803,Ata,99,Não se aplica,-,"0,07","0,01","0,09","0,05","0,04",-,"3,39",-
6803901,Uva,99,Não se aplica,-,"0,05","0,01","0,05","0,04","0,01",-,"15,48",-
6803912,Uva passa,99,Não se aplica,-,"0,06","0,05","0,04","0,03","0,01",-,"57,88",-
6804001,Jenipapo ,99,Não se aplica,-,-,-,-,-,-,-,-,-
6804101,Jaca,99,Não se aplica,-,"0,06","0,04","0,09","0,06","0,02",-,"8,08",-
6804201,Goiaba,99,Não se aplica,-,"0,27","0,09","0,40","0,29","0,11",-,"8,82",-
6804203,Araçá-açu (goiaba),99,Não se aplica,-,"0,27","0,09","0,40","0,29","0,11",-,"8,82",-
6804301,Ameixa,99,Não se aplica,-,"0,02","0,13","0,04","0,04",-,-,"9,93",-
6804401,Caju,99,Não se aplica,-,-,-,-,-,-,-,-,-
6804501,Cereja,99,Não se aplica,-,"0,04","0,05","0,05","0,03","0,03",-,"12,82",-
6804601,Cajá-manga,99,Não se aplica,-,-,-,-,-,-,-,-,-
6804602,Cajarana,99,Não se aplica,-,-,-,-,-,-,-,-,-
6804701,Taperebá,99,Não se aplica,-,-,-,-,-,-,-,-,-
6804702,Acaja (taberebá),99,Não se aplica,-,-,-,-,-,-,-,-,-
6804801,Carambola,99,Não se aplica,-,"0,02","0,03","0,18","0,16","0,03",-,"3,75",-
6804901,Jabuticaba,99,Não se aplica,-,"0,02","0,08","0,25","0,16","0,09",-,"7,48",-
6805001,Graviola,99,Não se aplica,-,-,"0,10",-,"0,01","0,02",-,-,-
6805201,Morango,99,Não se aplica,-,"0,02","0,04","0,16","0,09","0,07",-,"4,90",-
6805301,Jambo,99,Não se aplica,-,-,-,-,-,-,-,-,-
6805401,Atemoia ,99,Não se aplica,-,"0,07","0,01","0,09","0,05","0,04",-,"3,39",-
6805601,Mangaba,99,Não se aplica,-,-,-,-,-,-,-,-,-
6805701,Araçá,99,Não se aplica,-,"0,27","0,09","0,40","0,29","0,11",-,"8,82",-
6805801,Nêspera,99,Não se aplica,-,"0,04","0,01","0,09","0,08","0,01",-,"6,30",-
6805901,Fruta-pão,99,Não se aplica,-,"0,05","0,03","0,07","0,05","0,02",-,"2,90",-
6806001,Sapoti,99,Não se aplica,-,-,-,-,-,-,-,-,-
6806101,Uxi,99,Não se aplica,-,-,-,-,-,-,-,-,-
6806201,Tamarindo,99,Não se aplica,-,"0,27","0,18","0,06","0,06",-,-,-,-
6806301,Cacau,99,Não se aplica,-,-,-,-,-,-,-,-,-
6806401,Pitomba ,99,Não se aplica,-,"0,10","0,12","0,13","0,07","0,07",-,"15,00",-
6806501,Bacuri,99,Não se aplica,-,-,-,-,-,-,-,-,-
6806601,Ingá,99,Não se aplica,-,-,-,-,-,-,-,-,-
6806701,Pequi,99,Não se aplica,-,-,-,-,-,-,-,-,-
6806801,Pitanga ,99,Não se aplica,-,-,-,-,-,-,-,-,-
6806901,Ciriguela,99,Não se aplica,-,"0,20",-,"0,10","0,07","0,03",-,-,-
6807001,Murici,99,Não se aplica,-,-,-,-,-,-,-,-,-
6807101,Umbu,99,Não se aplica,-,-,-,-,-,-,-,-,-
6807103,Imbu,99,Não se aplica,-,-,-,-,-,-,-,-,-
